item_id,sid_L0,sid_L1,sid_L2,sid_L3,L0_freq,L1_freq,L2_freq,L3_freq,L2_uniqueness,item_knn_mean_dist,item_popularity,text_emb_norm
2813,47,107,109,0,0,0,0,0,1.0,0.0,0,0.42996639013290405
2814,53,69,99,0,0,0,0,0,1.0,0.0,0,0.47918418049812317
2815,39,53,200,0,0,0,0,0,1.0,0.0,0,0.5839030146598816
2816,48,102,185,0,0,0,0,0,1.0,0.0,0,0.4955020546913147
2817,18,23,7,0,0,0,0,0,1.0,0.0,0,0.5484445691108704
2818,2,92,48,0,0,0,0,0,1.0,0.0,0,0.4721147418022156
2819,62,56,235,0,0,0,0,0,1.0,0.0,0,0.6047495603561401
2820,35,43,189,0,0,0,0,0,1.0,0.0,0,0.48575103282928467
2821,57,120,70,0,0,0,0,0,1.0,0.0,0,0.5195668935775757
2822,57,85,219,0,0,0,0,0,1.0,0.0,0,0.4598262906074524
2823,3,68,57,0,0,0,0,0,1.0,0.0,0,0.5488568544387817
2824,41,5,117,0,0,0,0,0,1.0,0.0,0,0.5781031250953674
2825,0,38,191,0,0,0,0,0,1.0,0.0,0,0.47244566679000854
2826,8,114,163,0,0,0,0,0,1.0,0.0,0,0.5228474736213684
2827,33,66,115,0,0,0,0,0,1.0,0.0,0,0.5110211372375488
2828,32,67,224,0,0,0,0,0,1.0,0.0,0,0.45735809206962585
2829,0,63,1,0,0,0,0,0,1.0,0.0,0,0.41876307129859924
2830,24,58,23,0,0,0,0,0,1.0,0.37179622179758864,0,0.49676960706710815
2831,16,21,202,0,0,0,0,0,1.0,0.0,0,0.5425770878791809
2832,62,9,143,0,0,0,0,0,1.0,0.0,0,0.5171278119087219
2833,4,31,187,0,0,0,0,0,1.0,0.0,0,0.5064107179641724
2834,14,2,213,0,0,0,0,0,1.0,0.0,0,0.5450111031532288
2835,19,81,28,0,0,0,0,0,1.0,0.0,0,0.530487596988678
2836,62,92,84,0,0,0,0,0,1.0,0.0,0,0.5265176296234131
2837,42,73,130,0,0,0,0,0,1.0,0.0,0,0.5151129364967346
2838,62,72,117,0,0,0,0,0,1.0,0.0,0,0.47819533944129944
2839,62,0,242,0,0,0,0,0,1.0,0.0,0,0.5106205344200134
2840,17,15,125,0,0,0,0,0,1.0,0.0,0,0.4892466962337494
2841,62,76,170,0,0,0,0,0,1.0,0.0,0,0.5573779940605164
2842,34,47,206,0,0,0,0,0,1.0,0.0,0,0.5083725452423096
2843,16,12,188,0,0,0,0,0,1.0,0.0,0,0.5237866044044495
2844,61,48,133,0,0,0,0,0,1.0,0.0,0,0.46356967091560364
2845,23,30,201,0,0,0,0,0,1.0,0.0,0,0.49099355936050415
2846,5,2,101,0,0,0,0,0,1.0,0.0,0,0.4715210497379303
2847,4,5,87,0,0,0,0,0,1.0,0.0,0,0.47038155794143677
2848,63,100,81,0,0,0,0,0,1.0,0.0,0,0.46996715664863586
2849,31,67,108,0,0,0,0,0,1.0,0.0,0,0.47188398241996765
2850,24,30,33,0,0,0,0,0,1.0,0.0,0,0.5317366123199463
2851,13,113,96,0,0,0,0,0,0.3333333333333333,0.0,0,0.4604237377643585
2852,16,28,254,0,0,0,0,0,1.0,0.0,0,0.4756602942943573
2853,14,122,0,0,0,0,0,0,1.0,0.0,0,0.5267636775970459
2854,52,105,242,0,0,0,0,0,1.0,0.0,0,0.4471110999584198
2855,5,121,166,0,0,0,0,0,1.0,0.0,0,0.5185202360153198
2856,22,37,95,0,0,0,0,0,1.0,0.0,0,0.536597728729248
2857,28,103,151,0,0,0,0,0,1.0,0.0,0,0.5765587091445923
2858,2,24,84,0,0,0,0,0,1.0,0.0,0,0.5118898153305054
2859,19,100,185,0,0,0,0,0,1.0,0.0,0,0.5806728005409241
2860,18,14,150,0,0,0,0,0,1.0,0.0,0,0.4763983190059662
2861,9,91,246,0,0,0,0,0,1.0,0.0,0,0.5050647258758545
2862,3,80,187,0,0,0,0,0,1.0,0.0,0,0.44763267040252686
2863,14,116,199,0,0,0,0,0,1.0,0.0,0,0.5633053779602051
2864,38,84,179,0,0,0,0,0,1.0,0.0,0,0.5303793549537659
2865,49,26,240,0,0,0,0,0,1.0,0.0,0,0.4998050034046173
2866,58,34,236,0,0,0,0,0,1.0,0.0,0,0.45067137479782104
2867,57,53,211,0,0,0,0,0,1.0,0.0,0,0.45999136567115784
2868,55,22,216,0,0,0,0,0,1.0,0.0,0,0.5177070498466492
2869,49,63,1,0,0,0,0,0,1.0,0.0,0,0.5252196192741394
2870,53,81,158,0,0,0,0,0,1.0,0.0,0,0.5179582238197327
2871,29,42,189,0,0,0,0,0,1.0,0.0,0,0.44483697414398193
2872,29,28,17,0,0,0,0,0,1.0,0.0,0,0.40645739436149597
2873,29,124,162,0,0,0,0,0,1.0,0.0,0,0.4728173017501831
2874,41,9,107,0,0,0,0,0,1.0,0.0,0,0.45554155111312866
2875,41,52,222,0,0,0,0,0,1.0,0.0,0,0.5262384414672852
2876,3,64,140,0,0,0,0,0,1.0,0.0,0,0.502360999584198
2877,57,121,191,0,0,0,0,0,1.0,0.0,0,0.4522309899330139
2878,26,14,139,0,0,0,0,0,1.0,0.0,0,0.48772838711738586
2879,29,68,24,0,0,0,0,0,1.0,0.0,0,0.4235720932483673
2880,41,114,227,0,0,0,0,0,1.0,0.0,0,0.4545368254184723
2881,3,0,64,0,0,0,0,0,1.0,0.0,0,0.4772786796092987
2882,11,88,35,0,0,0,0,0,1.0,0.0,0,0.49076956510543823
2883,62,33,133,0,0,0,0,0,1.0,0.0,0,0.5025286078453064
2884,18,5,81,0,0,0,0,0,1.0,0.0,0,0.45421481132507324
2885,53,98,88,0,0,0,0,0,1.0,0.0,0,0.5100805759429932
2886,62,6,21,0,0,0,0,0,1.0,0.0,0,0.49744004011154175
2887,1,123,50,0,0,0,0,0,1.0,0.0,0,0.4907382130622864
2888,44,45,124,0,0,0,0,0,1.0,0.0,0,0.4729447662830353
2889,13,45,21,0,0,0,0,0,1.0,0.0,0,0.5339816808700562
2890,59,63,86,0,0,0,0,0,1.0,0.0,0,0.48679471015930176
2891,49,45,139,0,0,0,0,0,1.0,0.0,0,0.5021939277648926
2892,57,46,4,0,0,0,0,0,1.0,0.0,0,0.5061596632003784
2893,9,56,120,0,0,0,0,0,1.0,0.0,0,0.5617774724960327
2894,14,76,66,0,0,0,0,0,1.0,0.0,0,0.5267336964607239
2895,38,33,221,0,0,0,0,0,1.0,0.0,0,0.451134592294693
2896,0,38,73,0,0,0,0,0,1.0,0.0,0,0.451658695936203
2897,14,77,111,0,0,0,0,0,1.0,0.0,0,0.55606609582901
2898,42,3,171,0,0,0,0,0,1.0,0.0,0,0.5392981171607971
2899,50,12,43,0,0,0,0,0,1.0,0.34163436618284243,0,0.5009362697601318
2900,61,41,167,0,0,0,0,0,1.0,0.0,0,0.5795683860778809
2901,24,70,117,0,0,0,0,0,1.0,0.0,0,0.5017606616020203
2902,49,82,204,0,0,0,0,0,1.0,0.0,0,0.4686238765716553
2903,21,100,121,0,0,0,0,0,1.0,0.0,0,0.47355538606643677
2904,42,7,166,0,0,0,0,0,1.0,0.0,0,0.48657333850860596
2905,60,19,73,0,0,0,0,0,1.0,0.0,0,0.41057899594306946
2906,51,80,226,0,0,0,0,0,1.0,0.0,0,0.39340126514434814
2907,51,92,193,0,0,0,0,0,1.0,0.0,0,0.49027761816978455
2908,1,1,254,0,0,0,0,0,1.0,0.0,0,0.47594398260116577
2909,35,57,2,0,0,0,0,0,1.0,0.0,0,0.5101800560951233
2910,25,17,81,0,0,0,0,0,1.0,0.0,0,0.5023531913757324
2911,11,10,247,0,0,0,0,0,1.0,0.0,0,0.48110586404800415
2912,11,42,85,0,0,0,0,0,1.0,0.0,0,0.49451354146003723
2913,54,17,80,0,0,0,0,0,1.0,0.0,0,0.4742867648601532
2914,50,117,234,0,0,0,0,0,1.0,0.0,0,0.5146391987800598
2915,29,4,42,0,0,0,0,0,1.0,0.0,0,0.5020123720169067
2916,3,99,247,0,0,0,0,0,1.0,0.0,0,0.48567909002304077
2917,63,58,172,0,0,0,0,0,1.0,0.0,0,0.4597731828689575
2918,32,47,205,0,0,0,0,0,1.0,0.0,0,0.5470741987228394
2919,17,38,35,0,0,0,0,0,1.0,0.0,0,0.54435795545578
2920,22,31,118,0,0,0,0,0,1.0,0.0,0,0.5506072044372559
2921,17,40,3,0,0,0,0,0,1.0,0.0,0,0.48246634006500244
2922,10,68,174,0,0,0,0,0,1.0,0.0,0,0.5027614831924438
2923,1,55,53,0,0,0,0,0,1.0,0.0,0,0.5459383130073547
2924,44,20,65,0,0,0,0,0,1.0,0.0,0,0.49535077810287476
2925,32,62,50,0,0,0,0,0,1.0,0.0,0,0.44907858967781067
2926,44,74,60,0,0,0,0,0,1.0,0.0,0,0.45430031418800354
2927,63,57,178,0,0,0,0,0,1.0,0.0,0,0.4763159155845642
2928,52,70,183,0,0,0,0,0,1.0,0.0,0,0.5081917643547058
2929,7,12,140,0,0,0,0,0,1.0,0.0,0,0.5434526205062866
2930,43,117,148,0,0,0,0,0,1.0,0.0,0,0.5124268531799316
2931,46,42,73,0,0,0,0,0,1.0,0.0,0,0.47579118609428406
2932,34,113,139,0,0,0,0,0,1.0,0.0,0,0.4837700128555298
2933,44,72,207,0,0,0,0,0,1.0,0.0,0,0.5280963778495789
2934,34,48,123,0,0,0,0,0,1.0,0.0,0,0.5237525701522827
2935,48,92,36,0,0,0,0,0,1.0,0.0,0,0.5044090151786804
2936,10,59,249,0,0,0,0,0,1.0,0.0,0,0.5419586300849915
2937,54,84,34,0,0,0,0,0,1.0,0.0,0,0.5096510052680969
2938,27,111,17,0,0,0,0,0,1.0,0.0,0,0.4846295118331909
2939,50,15,254,0,0,0,0,0,1.0,0.0,0,0.4363616108894348
2940,3,20,208,0,0,0,0,0,1.0,0.0,0,0.5230588912963867
2941,29,101,26,0,0,0,0,0,1.0,0.0,0,0.44937559962272644
2942,58,78,225,0,0,0,0,0,1.0,0.0,0,0.5059899091720581
2943,14,17,145,0,0,0,0,0,1.0,0.0,0,0.5114498734474182
2944,7,98,27,0,0,0,0,0,1.0,0.0,0,0.5268003344535828
2945,28,34,3,0,0,0,0,0,1.0,0.0,0,0.462899386882782
2946,24,84,167,0,0,0,0,0,1.0,0.0,0,0.5027439594268799
2947,3,0,78,0,0,0,0,0,1.0,0.0,0,0.5473803281784058
2948,36,99,94,0,0,0,0,0,1.0,0.0,0,0.48207682371139526
2949,58,122,77,0,0,0,0,0,1.0,0.0,0,0.40627482533454895
2950,58,37,246,0,0,0,0,0,1.0,0.0,0,0.4994240403175354
2951,57,80,140,0,0,0,0,0,1.0,0.0,0,0.4558313488960266
2952,63,24,201,0,0,0,0,0,1.0,0.0,0,0.48982709646224976
2953,57,25,33,0,0,0,0,0,1.0,0.0,0,0.4922513961791992
2954,44,98,142,0,0,0,0,0,1.0,0.0,0,0.4679567515850067
2955,63,120,183,0,0,0,0,0,1.0,0.0,0,0.4985872805118561
2956,39,70,175,0,0,0,0,0,1.0,0.0,0,0.48427829146385193
2957,21,100,34,0,0,0,0,0,1.0,0.0,0,0.4532833993434906
2958,13,91,241,0,0,0,0,0,1.0,0.0,0,0.4871671199798584
2959,52,25,80,0,0,0,0,0,1.0,0.0,0,0.4997541606426239
2960,57,19,115,0,0,0,0,0,1.0,0.0,0,0.5763059854507446
2961,3,120,218,0,0,0,0,0,1.0,0.0,0,0.4679679274559021
2962,3,120,226,0,0,0,0,0,1.0,0.0,0,0.47645989060401917
2963,1,83,76,0,0,0,0,0,1.0,0.0,0,0.5902079343795776
2964,29,28,166,0,0,0,0,0,1.0,0.0,0,0.451784610748291
2965,56,63,58,0,0,0,0,0,1.0,0.0,0,0.47848787903785706
2966,56,40,47,0,0,0,0,0,1.0,0.0,0,0.48382019996643066
2967,56,29,133,0,0,0,0,0,1.0,0.0,0,0.4839683473110199
2968,51,109,118,0,0,0,0,0,1.0,0.0,0,0.47624751925468445
2969,51,107,144,0,0,0,0,0,1.0,0.0,0,0.47779759764671326
2970,9,34,50,0,0,0,0,0,1.0,0.0,0,0.5261476039886475
2971,14,96,123,0,0,0,0,0,1.0,0.0,0,0.5453633666038513
2972,32,63,194,0,0,0,0,0,1.0,0.0,0,0.47696152329444885
2973,6,32,8,0,0,0,0,0,1.0,0.0,0,0.4788511395454407
2974,32,65,231,0,0,0,0,0,1.0,0.0,0,0.5564908981323242
2975,32,94,177,0,0,0,0,0,1.0,0.0,0,0.5276956558227539
2976,44,30,241,0,0,0,0,0,1.0,0.0,0,0.4907037019729614
2977,9,115,145,0,0,0,0,0,1.0,0.0,0,0.4708274304866791
2978,9,22,166,0,0,0,0,0,1.0,0.0,0,0.5369698405265808
2979,56,94,200,0,0,0,0,0,1.0,0.0,0,0.45554324984550476
2980,34,89,206,0,0,0,0,0,1.0,0.0,0,0.5032594799995422
2981,11,69,196,0,0,0,0,0,1.0,0.0,0,0.4822652339935303
2982,38,1,60,0,0,0,0,0,1.0,0.0,0,0.5340117812156677
2983,58,105,233,0,0,0,0,0,1.0,0.0,0,0.48306769132614136
2984,59,87,224,0,0,0,0,0,1.0,0.0,0,0.509103000164032
2985,56,94,160,0,0,0,0,0,1.0,0.0,0,0.42113277316093445
2986,35,71,247,0,0,0,0,0,1.0,0.0,0,0.4559146463871002
2987,2,101,240,0,0,0,0,0,1.0,0.0,0,0.43401551246643066
2988,61,24,90,0,0,0,0,0,1.0,0.34780392759164996,0,0.5226332545280457
2989,41,50,245,0,0,0,0,0,1.0,0.0,0,0.5170550346374512
2990,3,99,167,0,0,0,0,0,1.0,0.0,0,0.4769626259803772
2991,11,94,174,0,0,0,0,0,1.0,0.0,0,0.47099006175994873
2992,29,29,59,0,0,0,0,0,1.0,0.0,0,0.42325079441070557
2993,29,5,251,0,0,0,0,0,1.0,0.0,0,0.4710331857204437
2994,30,88,86,0,0,0,0,0,1.0,0.0,0,0.4715631902217865
2995,55,111,27,0,0,0,0,0,1.0,0.0,0,0.4894779324531555
2996,30,21,0,0,0,0,0,0,1.0,0.4608202652188046,0,0.5630607604980469
2997,35,101,241,0,0,0,0,0,1.0,0.0,0,0.5145879983901978
2998,30,44,240,0,0,0,0,0,1.0,0.0,0,0.4627203643321991
2999,12,38,150,0,0,0,0,0,1.0,0.0,0,0.5515202283859253
3000,63,100,23,0,0,0,0,0,1.0,0.0,0,0.5052179098129272
3001,14,36,95,0,0,0,0,0,1.0,0.0,0,0.47173237800598145
3002,45,111,227,0,0,0,0,0,1.0,0.0,0,0.5324985980987549
3003,46,52,241,0,0,0,0,0,1.0,0.0,0,0.5101881623268127
3004,3,78,147,0,0,0,0,0,1.0,0.0,0,0.5287060141563416
3005,35,113,215,0,0,0,0,0,1.0,0.0,0,0.5281296968460083
3006,18,106,80,0,0,0,0,0,1.0,0.0,0,0.594577968120575
3007,49,94,163,0,0,0,0,0,1.0,0.0,0,0.4968285858631134
3008,47,56,178,0,0,0,0,0,1.0,0.0,0,0.5334407091140747
3009,49,64,132,0,0,0,0,0,1.0,0.0,0,0.4807005822658539
3010,52,71,172,0,0,0,0,0,1.0,0.0,0,0.42705026268959045
3011,34,85,22,0,0,0,0,0,1.0,0.0,0,0.5274724364280701
3012,61,109,151,0,0,0,0,0,1.0,0.0,0,0.48132064938545227
3013,29,84,86,0,0,0,0,0,1.0,0.0,0,0.4509938955307007
3014,29,17,171,0,0,0,0,0,1.0,0.0,0,0.423836350440979
3015,4,125,205,0,0,0,0,0,1.0,0.0,0,0.5143275260925293
3016,39,88,214,0,0,0,0,0,0.5,0.0,0,0.5362230539321899
3017,45,95,45,0,0,0,0,0,1.0,0.0,0,0.48706504702568054
3018,34,60,208,0,0,0,0,0,1.0,0.0,0,0.471385657787323
3019,46,114,243,0,0,0,0,0,1.0,0.0,0,0.4701922535896301
3020,46,54,91,0,0,0,0,0,1.0,0.0,0,0.4879186749458313
3021,55,92,157,0,0,0,0,0,1.0,0.0,0,0.5027607679367065
3022,37,53,230,0,0,0,0,0,1.0,0.0,0,0.5021646022796631
3023,10,57,242,0,0,0,0,0,1.0,0.0,0,0.5463767647743225
3024,42,20,92,0,0,0,0,0,1.0,0.0,0,0.5242370367050171
3025,62,34,255,0,0,0,0,0,1.0,0.0,0,0.5438967943191528
3026,4,41,31,0,0,0,0,0,1.0,0.0,0,0.5661027431488037
3027,2,11,215,0,0,0,0,0,1.0,0.0,0,0.5149074196815491
3028,0,32,63,0,0,0,0,0,1.0,0.0,0,0.4938872158527374
3029,0,2,3,0,0,0,0,0,1.0,0.0,0,0.473611980676651
3030,0,77,169,0,0,0,0,0,1.0,0.0,0,0.46682488918304443
3031,13,51,31,0,0,0,0,0,1.0,0.0,0,0.49920815229415894
3032,17,90,128,0,0,0,0,0,1.0,0.0,0,0.48455551266670227
3033,12,76,61,0,0,0,0,0,1.0,0.0,0,0.5434640049934387
3034,34,38,187,0,0,0,0,0,1.0,0.0,0,0.5015302300453186
3035,18,93,184,0,0,0,0,0,1.0,0.0,0,0.5043345093727112
3036,24,72,63,0,0,0,0,0,1.0,0.0,0,0.5049619674682617
3037,60,19,175,0,0,0,0,0,1.0,0.0,0,0.486877977848053
3038,61,79,219,0,0,0,0,0,1.0,0.0,0,0.5234923362731934
3039,14,94,174,0,0,0,0,0,1.0,0.0,0,0.5213103890419006
3040,13,68,104,0,0,0,0,0,1.0,0.0,0,0.4966718852519989
3041,33,56,5,0,0,0,0,0,1.0,0.0,0,0.5584672093391418
3042,59,23,183,0,0,0,0,0,1.0,0.0,0,0.523794412612915
3043,4,2,20,0,0,0,0,0,1.0,0.0,0,0.5024551749229431
3044,14,34,181,0,0,0,0,0,1.0,0.0,0,0.463621586561203
3045,4,6,130,0,0,0,0,0,1.0,0.0,0,0.40797269344329834
3046,59,68,19,0,0,0,0,0,1.0,0.0,0,0.46412259340286255
3047,38,122,59,0,0,0,0,0,1.0,0.0,0,0.507103443145752
3048,4,75,218,0,0,0,0,0,1.0,0.0,0,0.48691779375076294
3049,58,121,20,0,0,0,0,0,1.0,0.0,0,0.5483790636062622
3050,58,120,182,0,0,0,0,0,1.0,0.0,0,0.47669658064842224
3051,9,125,139,0,0,0,0,0,1.0,0.0,0,0.5537530183792114
3052,4,85,238,0,0,0,0,0,1.0,0.0,0,0.5015051960945129
3053,4,64,115,0,0,0,0,0,1.0,0.0,0,0.46687185764312744
3054,61,75,222,0,0,0,0,0,1.0,0.0,0,0.4579288065433502
3055,37,124,30,0,0,0,0,0,1.0,0.0,0,0.4981544315814972
3056,59,87,214,0,0,0,0,0,1.0,0.0,0,0.48464643955230713
3057,59,69,96,0,0,0,0,0,1.0,0.0,0,0.5530508756637573
3058,4,12,80,0,0,0,0,0,1.0,0.0,0,0.518454372882843
3059,4,19,241,0,0,0,0,0,1.0,0.0,0,0.5293598175048828
3060,4,0,153,0,0,0,0,0,1.0,0.0,0,0.49534517526626587
3061,0,15,133,0,0,0,0,0,1.0,0.0,0,0.45789358019828796
3062,17,64,80,0,0,0,0,0,1.0,0.0,0,0.48288848996162415
3063,38,85,148,0,0,0,0,0,1.0,0.0,0,0.4755500257015228
3064,9,77,1,0,0,0,0,0,1.0,0.33639840218586625,0,0.4988899827003479
3065,28,125,215,0,0,0,0,0,1.0,0.0,0,0.4985823631286621
3066,4,114,156,0,0,0,0,0,1.0,0.0,0,0.48098695278167725
3067,59,85,200,0,0,0,0,0,1.0,0.0,0,0.595837414264679
3068,21,16,101,0,0,0,0,0,1.0,0.0,0,0.4966468811035156
3069,13,91,131,0,0,0,0,0,1.0,0.0,0,0.4746215343475342
3070,13,27,133,0,0,0,0,0,0.5,0.0,0,0.41923874616622925
3071,13,27,133,1,0,0,0,0,0.5,0.0,0,0.41923874616622925
3072,42,73,4,0,0,0,0,0,1.0,0.0,0,0.5132917761802673
3073,0,9,23,0,0,0,0,0,1.0,0.0,0,0.4752613306045532
3074,16,45,184,0,0,0,0,0,1.0,0.0,0,0.43717947602272034
3075,4,78,144,0,0,0,0,0,1.0,0.0,0,0.5067921876907349
3076,16,80,202,0,0,0,0,0,1.0,0.0,0,0.5266045331954956
3077,4,46,14,0,0,0,0,0,1.0,0.0,0,0.5213134288787842
3078,16,101,134,0,0,0,0,0,1.0,0.0,0,0.46938270330429077
3079,61,49,209,0,0,0,0,0,1.0,0.0,0,0.46405866742134094
3080,61,102,6,0,0,0,0,0,1.0,0.0,0,0.4465126097202301
3081,52,25,30,0,0,0,0,0,1.0,0.0,0,0.5280177593231201
3082,46,105,250,0,0,0,0,0,1.0,0.0,0,0.4896462559700012
3083,48,57,109,0,0,0,0,0,1.0,0.0,0,0.5019848346710205
3084,23,90,207,0,0,0,0,0,1.0,0.0,0,0.4668304920196533
3085,42,1,133,0,0,0,0,0,1.0,0.0,0,0.4921490252017975
3086,52,67,44,0,0,0,0,0,1.0,0.0,0,0.482685387134552
3087,42,87,11,0,0,0,0,0,1.0,0.0,0,0.5488711595535278
3088,62,87,174,0,0,0,0,0,1.0,0.0,0,0.5104461908340454
3089,23,36,42,0,0,0,0,0,1.0,0.0,0,0.485866516828537
3090,62,107,32,0,0,0,0,0,1.0,0.0,0,0.5426713228225708
3091,62,33,148,0,0,0,0,0,1.0,0.0,0,0.4970243573188782
3092,42,87,46,0,0,0,0,0,1.0,0.0,0,0.5333095192909241
3093,62,82,77,0,0,0,0,0,1.0,0.0,0,0.5612280368804932
3094,32,18,15,0,0,0,0,0,1.0,0.0,0,0.5389983654022217
3095,39,26,166,0,0,0,0,0,1.0,0.0,0,0.4936051070690155
3096,10,61,64,0,0,0,0,0,1.0,0.0,0,0.5054405927658081
3097,49,113,125,0,0,0,0,0,1.0,0.0,0,0.5426463484764099
3098,26,51,113,0,0,0,0,0,1.0,0.0,0,0.4663551449775696
3099,44,77,140,0,0,0,0,0,1.0,0.0,0,0.5522555112838745
3100,61,45,30,0,0,0,0,0,1.0,0.0,0,0.5283946394920349
3101,17,115,89,0,0,0,0,0,1.0,0.0,0,0.5118435621261597
3102,33,2,2,0,0,0,0,0,1.0,0.0,0,0.44694143533706665
3103,38,15,132,0,0,0,0,0,1.0,0.0,0,0.4857895076274872
3104,13,124,104,0,0,0,0,0,1.0,0.0,0,0.4069722890853882
3105,58,109,183,0,0,0,0,0,1.0,0.0,0,0.48139700293540955
3106,51,63,86,0,0,0,0,0,1.0,0.0,0,0.45300495624542236
3107,51,79,21,0,0,0,0,0,1.0,0.0,0,0.5304137468338013
3108,30,102,20,0,0,0,0,0,1.0,0.0,0,0.45516300201416016
3109,30,65,203,0,0,0,0,0,1.0,0.0,0,0.5097171068191528
3110,20,44,173,0,0,0,0,0,1.0,0.0,0,0.5242852568626404
3111,46,120,22,0,0,0,0,0,1.0,0.0,0,0.5211428999900818
3112,11,117,53,0,0,0,0,0,1.0,0.0,0,0.4758448600769043
3113,10,84,209,0,0,0,0,0,1.0,0.0,0,0.4376389980316162
3114,10,41,11,0,0,0,0,0,1.0,0.0,0,0.5852444171905518
3115,49,108,26,0,0,0,0,0,1.0,0.0,0,0.5199828147888184
3116,2,101,175,0,0,0,0,0,1.0,0.0,0,0.45377352833747864
3117,49,18,80,0,0,0,0,0,1.0,0.0,0,0.5320847630500793
3118,39,40,73,0,0,0,0,0,1.0,0.0,0,0.4852067828178406
3119,47,37,23,0,0,0,0,0,1.0,0.0,0,0.5371293425559998
3120,45,26,146,0,0,0,0,0,1.0,0.0,0,0.4581230580806732
3121,39,71,41,0,0,0,0,0,1.0,0.0,0,0.47233131527900696
3122,40,48,45,0,0,0,0,0,1.0,0.0,0,0.5052186250686646
3123,53,101,214,0,0,0,0,0,1.0,0.0,0,0.4619646668434143
3124,26,98,217,0,0,0,0,0,1.0,0.0,0,0.4745834171772003
3125,11,19,51,0,0,0,0,0,1.0,0.0,0,0.4795617461204529
3126,33,72,46,0,0,0,0,0,1.0,0.0,0,0.5362500548362732
3127,40,74,9,0,0,0,0,0,1.0,0.0,0,0.4799977242946625
3128,31,63,238,0,0,0,0,0,1.0,0.0,0,0.45718860626220703
3129,53,118,249,0,0,0,0,0,1.0,0.0,0,0.5062336921691895
3130,8,103,240,0,0,0,0,0,1.0,0.0,0,0.5029110908508301
3131,49,123,24,0,0,0,0,0,1.0,0.0,0,0.4742337167263031
3132,8,106,99,0,0,0,0,0,1.0,0.0,0,0.5562970042228699
3133,49,76,55,0,0,0,0,0,1.0,0.0,0,0.48874208331108093
3134,55,26,138,0,0,0,0,0,1.0,0.0,0,0.562157154083252
3135,39,93,239,0,0,0,0,0,1.0,0.0,0,0.5422552824020386
3136,7,70,247,0,0,0,0,0,1.0,0.0,0,0.4935256838798523
3137,22,88,99,0,0,0,0,0,1.0,0.0,0,0.5293195247650146
3138,25,68,231,0,0,0,0,0,1.0,0.0,0,0.48561570048332214
3139,46,30,73,0,0,0,0,0,1.0,0.0,0,0.45261305570602417
3140,19,14,3,0,0,0,0,0,1.0,0.0,0,0.44056427478790283
3141,19,95,188,0,0,0,0,0,1.0,0.0,0,0.53094083070755
3142,42,76,217,0,0,0,0,0,1.0,0.0,0,0.5122172236442566
3143,13,100,67,0,0,0,0,0,1.0,0.0,0,0.5421690940856934
3144,18,35,255,0,0,0,0,0,1.0,0.0,0,0.44806724786758423
3145,53,103,15,0,0,0,0,0,1.0,0.0,0,0.41952386498451233
3146,5,57,232,0,0,0,0,0,1.0,0.0,0,0.5572984218597412
3147,18,32,254,0,0,0,0,0,1.0,0.0,0,0.5546692609786987
3148,24,125,62,0,0,0,0,0,1.0,0.0,0,0.47433793544769287
3149,44,39,179,0,0,0,0,0,1.0,0.0,0,0.5447614789009094
3150,20,68,144,0,0,0,0,0,1.0,0.0,0,0.4535577595233917
3151,41,59,196,0,0,0,0,0,1.0,0.0,0,0.5528426766395569
3152,13,101,15,0,0,0,0,0,1.0,0.0,0,0.4310791492462158
3153,38,105,16,0,0,0,0,0,1.0,0.0,0,0.5515569448471069
3154,3,62,38,0,0,0,0,0,1.0,0.0,0,0.4866556227207184
3155,54,107,204,0,0,0,0,0,1.0,0.0,0,0.5527528524398804
3156,12,126,201,0,0,0,0,0,1.0,0.0,0,0.5270366072654724
3157,32,108,80,0,0,0,0,0,1.0,0.0,0,0.5750741362571716
3158,61,6,182,0,0,0,0,0,1.0,0.0,0,0.500277042388916
3159,58,124,241,0,0,0,0,0,1.0,0.0,0,0.43479862809181213
3160,26,0,195,0,0,0,0,0,1.0,0.0,0,0.4515513777732849
3161,61,41,224,0,0,0,0,0,1.0,0.0,0,0.5566031336784363
3162,62,63,129,0,0,0,0,0,1.0,0.0,0,0.5201877951622009
3163,52,122,117,0,0,0,0,0,1.0,0.0,0,0.43176013231277466
3164,5,114,215,0,0,0,0,0,1.0,0.0,0,0.5149034261703491
3165,38,118,182,0,0,0,0,0,1.0,0.0,0,0.546245276927948
3166,38,118,190,0,0,0,0,0,1.0,0.0,0,0.5051378011703491
3167,59,86,12,0,0,0,0,0,1.0,0.0,0,0.5166881680488586
3168,7,12,19,0,0,0,0,0,1.0,0.0,0,0.5419653058052063
3169,49,37,161,0,0,0,0,0,1.0,0.0,0,0.4813784658908844
3170,62,110,127,0,0,0,0,0,1.0,0.0,0,0.5249350070953369
3171,23,22,102,0,0,0,0,0,1.0,0.0,0,0.474187433719635
3172,38,13,145,0,0,0,0,0,1.0,0.0,0,0.5969378352165222
3173,62,73,102,0,0,0,0,0,1.0,0.0,0,0.5418497920036316
3174,62,80,57,0,0,0,0,0,1.0,0.0,0,0.5302694439888
3175,62,85,8,0,0,0,0,0,1.0,0.0,0,0.5602625608444214
3176,40,43,141,0,0,0,0,0,1.0,0.33917110510957704,0,0.41855573654174805
3177,46,54,246,0,0,0,0,0,1.0,0.0,0,0.46420028805732727
3178,15,93,201,0,0,0,0,0,1.0,0.0,0,0.469259113073349
