item_idx,l0_before_ref,l0_after,l1_before_ref,l1_after,l2_before_ref,l2_after
1976,17,0,29,1,68,21
1977,51,15,15,54,84,250
1978,3,56,100,122,125,157
1979,44,16,1,30,244,66
1980,6,14,48,102,157,11
1981,11,23,47,124,206,41
1982,38,59,58,38,197,62
1983,5,3,64,71,184,173
1984,61,60,40,80,88,84
1985,21,5,29,1,138,216
1986,51,15,23,74,160,140
1987,13,13,16,83,189,175
1988,57,56,113,73,61,7
1989,3,52,10,102,193,148
1990,41,56,43,66,26,105
1991,57,60,23,1,38,92
1992,5,63,101,100,3,101
1993,41,54,59,114,90,234
1994,29,9,48,4,92,31
1995,4,3,90,5,54,119
1996,4,48,39,91,53,33
1997,38,19,43,36,255,92
1998,50,34,65,116,48,53
1999,27,31,0,127,157,163
2000,20,21,70,56,11,57
2001,22,47,89,79,25,41
2002,22,21,37,82,98,140
2003,22,21,119,55,249,49
2004,54,50,1,52,3,199
2005,54,50,28,67,222,217
2006,5,28,13,104,78,11
2007,5,28,86,40,72,232
2008,37,57,66,126,225,193
2009,4,3,88,23,21,229
2010,59,33,95,118,57,232
2011,43,62,106,61,150,118
2012,44,16,76,28,190,217
2013,41,56,123,52,225,111
2014,26,51,112,36,232,9
2015,45,57,49,43,48,126
2016,62,38,127,85,225,117
2017,32,54,95,1,206,170
2018,19,2,9,22,221,25
2019,25,33,123,9,139,101
2020,30,15,90,88,75,164
2021,10,8,41,21,5,12
2022,49,26,111,2,25,35
2023,52,17,6,63,150,21
2024,0,11,15,73,127,192
2025,36,35,53,93,188,109
2026,16,18,44,100,162,14
2027,34,5,29,38,127,228
2028,35,23,114,114,38,197
2029,58,35,78,116,12,32
2030,0,48,60,81,249,166
2031,46,49,52,13,202,77
2032,11,4,51,58,8,19
2033,31,48,69,90,241,208
2034,27,52,70,108,240,13
2035,14,46,46,111,101,96
2036,21,63,71,25,172,184
2037,33,2,94,119,156,182
2038,46,49,110,28,83,16
2039,24,46,122,13,0,207
2040,44,16,77,9,174,190
2041,24,17,110,53,118,201
2042,32,23,37,125,80,138
2043,45,41,66,72,142,30
2044,11,1,58,65,249,243
2045,58,29,100,122,195,142
2046,9,37,71,88,183,123
2047,20,51,54,6,163,246
2048,12,45,96,45,156,241
2049,48,55,101,50,163,134
2050,57,4,46,91,74,163
2051,58,26,34,93,7,56
2052,56,5,77,25,104,94
2053,34,5,94,121,14,3
2054,13,13,102,25,126,146
2055,7,5,50,25,40,61
2056,58,29,29,100,147,219
2057,44,16,103,34,151,230
2058,61,57,87,8,46,60
2059,13,13,47,83,10,84
2060,13,13,71,120,133,148
2061,13,13,122,114,156,122
2062,59,3,90,112,228,42
2063,34,5,15,65,195,202
2064,34,5,117,65,111,210
2065,0,11,2,100,85,110
2066,0,11,64,40,34,1
2067,34,5,119,0,195,37
2068,0,11,33,13,178,1
2069,34,5,122,33,193,120
2070,24,46,78,92,41,22
2071,52,17,125,19,98,104
2072,24,46,89,79,59,191
2073,56,44,40,45,165,153
2074,5,53,18,91,86,14
2075,9,37,81,124,235,222
2076,14,46,38,113,120,60
2077,13,56,110,76,159,160
2078,13,13,124,97,118,117
2079,59,6,45,30,112,79
2080,38,59,16,121,167,181
2081,4,3,6,90,210,102
2082,0,28,60,29,23,149
2083,4,3,111,122,119,3
2084,4,3,20,28,134,164
2085,46,51,93,7,150,186
2086,12,7,83,119,69,203
2087,25,21,54,5,203,62
2088,44,16,18,28,81,159
2089,28,23,65,121,137,159
2090,50,34,93,2,194,28
2091,7,7,108,18,230,87
2092,14,46,105,77,241,3
2093,24,46,3,35,200,228
2094,21,19,24,68,160,75
2095,28,23,96,122,119,22
2096,0,11,116,22,115,22
2097,50,49,18,105,40,147
2098,38,59,6,124,68,215
2099,33,2,20,2,187,157
2100,38,59,17,79,97,21
2101,25,21,23,81,90,60
2102,38,59,16,90,97,89
2103,59,6,126,29,119,144
2104,10,8,64,2,125,143
2105,43,62,21,22,175,243
2106,59,6,111,122,167,77
2107,59,6,85,63,188,99
2108,59,6,84,107,232,17
2109,37,9,104,68,192,184
2110,37,9,104,30,183,43
2111,62,38,64,29,176,82
2112,10,54,48,0,9,230
2113,43,62,61,113,86,102
2114,37,0,110,118,19,230
2115,0,3,64,77,151,104
2116,38,59,27,88,228,57
2117,14,3,18,107,54,130
2118,13,13,16,122,167,71
2119,13,13,16,10,224,89
2120,63,58,7,40,243,64
2121,63,58,120,7,81,198
2122,5,28,112,44,193,77
2123,14,46,102,76,83,253
2124,59,6,31,51,26,103
2125,43,42,116,44,97,167
2126,36,28,123,24,23,38
2127,59,6,18,13,238,32
2128,63,58,7,105,123,16
2129,24,16,58,63,207,205
2130,14,46,89,107,90,33
2131,28,3,10,36,125,84
2132,14,46,28,67,190,125
2133,42,43,44,51,133,119
2134,42,43,22,73,133,212
2135,62,38,31,45,102,61
2136,14,14,85,105,201,20
2137,43,63,39,62,165,40
2138,62,38,47,59,92,23
2139,63,60,93,70,245,198
2140,30,40,2,97,62,44
2141,44,16,72,24,112,114
2142,44,16,94,124,175,99
2143,13,13,44,29,195,153
2144,23,11,18,74,253,222
2145,42,43,68,98,73,71
2146,62,38,27,19,184,178
2147,62,38,77,65,158,130
2148,43,42,75,68,165,91
2149,8,47,85,96,80,63
2150,9,37,53,111,219,81
2151,62,38,6,95,135,109
2152,28,38,51,11,79,218
2153,43,27,111,3,183,165
2154,42,43,66,12,13,79
2155,62,38,87,75,94,79
2156,36,35,125,100,91,255
2157,42,43,117,65,70,14
2158,52,19,125,111,155,119
2159,38,59,32,116,88,126
2160,17,32,69,36,54,132
2161,0,11,49,0,134,16
2162,0,3,10,103,251,179
2163,26,11,103,54,99,99
2164,4,11,44,108,241,95
2165,5,28,123,48,126,255
2166,44,14,100,122,68,166
2167,0,11,76,118,175,16
2168,4,47,100,103,171,163
2169,9,37,77,9,205,131
2170,0,11,118,100,133,166
2171,49,26,45,100,171,70
2172,42,43,25,21,14,3
2173,62,38,87,127,201,211
2174,23,22,122,13,127,145
2175,46,49,100,17,42,100
2176,62,38,77,98,219,201
2177,23,22,119,55,218,192
2178,22,21,34,81,51,71
2179,61,57,64,12,166,211
2180,26,48,82,120,21,144
2181,55,10,115,22,9,166
2182,12,45,12,56,69,217
2183,52,17,53,115,213,242
2184,5,63,76,89,208,213
2185,42,43,15,98,73,238
2186,24,19,62,52,181,128
2187,28,18,109,109,4,196
2188,52,17,123,52,118,99
2189,34,5,69,100,8,78
2190,35,62,93,116,239,172
2191,16,49,3,54,31,25
2192,34,5,125,9,194,30
2193,3,52,2,56,214,47
2194,36,48,75,64,219,173
2195,5,63,58,32,47,240
2196,43,59,34,88,63,243
2197,25,55,116,9,120,203
2198,24,25,50,69,71,183
2199,24,11,82,43,119,169
2200,42,25,20,63,59,237
2201,19,47,26,94,76,78
2202,63,58,102,113,213,142
2203,55,50,118,59,81,143
2204,40,23,33,48,159,147
2205,30,15,63,16,204,19
2206,39,41,77,101,188,208
2207,45,41,115,32,242,110
2208,39,41,71,88,29,203
2209,50,34,84,40,13,242
2210,50,34,119,2,130,34
2211,30,34,37,55,21,19
2212,50,29,84,72,139,239
2213,60,61,21,120,254,6
2214,21,10,22,64,80,237
2215,55,25,76,125,234,170
2216,2,35,58,25,230,199
2217,46,40,47,94,15,11
2218,33,40,94,119,17,138
2219,55,40,35,94,157,110
2220,2,40,5,25,243,3
2221,33,2,72,8,32,194
2222,8,33,87,25,195,36
2223,10,30,29,69,174,107
2224,55,10,9,17,78,250
2225,10,8,84,2,219,59
2226,38,59,23,63,15,86
2227,5,63,120,27,180,228
2228,1,19,13,80,128,34
2229,13,13,5,84,234,171
2230,46,32,30,107,116,63
2231,51,15,27,111,220,108
2232,43,17,123,116,138,111
2233,58,12,78,95,128,78
2234,16,18,61,38,201,169
2235,11,4,64,29,35,125
2236,11,4,64,32,178,101
2237,9,52,35,8,138,150
2238,5,28,83,74,144,215
2239,61,57,112,109,114,188
2240,14,4,46,35,146,36
2241,24,49,98,73,218,92
2242,48,20,45,68,106,49
2243,22,21,22,56,31,227
2244,29,12,61,11,188,208
2245,36,60,66,28,235,235
2246,41,56,66,33,116,22
2247,41,56,66,33,156,83
2248,34,39,43,23,176,187
2249,41,56,46,76,62,133
2250,20,51,68,48,116,68
2251,56,48,101,108,177,142
2252,9,37,26,110,234,90
2253,11,35,116,4,138,235
2254,45,63,70,75,43,108
2255,56,44,63,64,182,226
2256,56,44,80,100,206,171
2257,31,48,69,80,134,39
2258,4,3,88,13,66,34
2259,13,29,127,89,102,71
2260,5,28,9,25,167,50
2261,32,54,126,14,177,31
2262,12,45,107,109,121,239
2263,18,43,87,72,115,253
2264,18,25,73,78,47,198
2265,35,35,5,15,63,189
2266,35,35,54,70,22,174
2267,0,11,105,89,212,116
2268,28,23,118,117,57,67
2269,4,11,99,13,100,11
2270,0,11,32,116,27,173
2271,50,34,13,68,142,137
2272,44,16,53,110,246,148
2273,38,59,88,50,41,247
2274,13,13,68,19,135,148
2275,47,33,5,11,148,10
2276,40,50,33,33,166,165
2277,62,7,54,90,129,101
2278,51,15,64,76,62,229
2279,30,40,113,55,130,159
2280,7,7,83,51,210,19
2281,7,7,98,32,104,32
2282,27,31,117,92,138,112
2283,30,40,19,72,237,158
2284,54,50,34,84,204,150
2285,15,1,103,46,141,175
2286,1,32,125,114,150,229
2287,1,32,71,12,117,67
2288,1,0,108,62,92,239
2289,38,59,16,90,244,202
2290,55,10,73,88,51,7
2291,55,10,28,5,248,136
2292,55,27,47,106,37,52
2293,19,47,115,17,185,3
2294,19,10,78,80,114,89
2295,39,24,14,22,48,139
2296,35,47,43,81,196,139
2297,60,61,112,80,47,101
2298,16,3,82,64,208,211
2299,49,30,18,122,9,253
2300,39,24,9,113,200,74
2301,3,52,104,83,112,123
2302,3,52,27,16,128,161
2303,51,15,23,91,144,249
2304,32,54,100,114,143,32
2305,8,14,50,21,90,57
2306,29,12,60,94,42,189
2307,30,26,127,70,209,232
2308,48,20,84,100,42,3
2309,41,43,114,32,234,55
2310,29,56,4,76,130,44
2311,29,12,67,2,109,154
2312,50,34,98,84,120,119
2313,58,4,59,94,51,246
2314,33,4,94,80,117,48
2315,57,52,20,1,165,6
2316,57,52,20,48,226,6
2317,3,52,48,68,90,211
2318,41,6,114,58,230,250
2319,3,52,10,61,144,21
2320,41,56,15,67,1,210
2321,29,10,38,85,9,91
2322,11,4,126,72,51,187
2323,11,4,31,62,145,77
2324,57,60,50,4,51,69
2325,26,10,78,93,1,239
2326,55,10,9,17,173,150
2327,18,25,14,64,145,79
2328,62,43,87,96,30,209
2329,41,20,59,47,175,135
2330,30,15,62,116,63,74
2331,26,31,92,24,128,158
2332,29,15,39,32,245,141
2333,54,50,33,21,149,218
2334,33,10,31,51,98,112
2335,51,50,61,81,140,23
2336,22,20,88,19,136,238
2337,49,26,63,4,118,36
2338,55,10,42,66,57,23
2339,0,11,125,38,151,25
2340,62,38,107,10,154,142
2341,55,10,101,19,22,237
2342,58,10,67,19,29,154
2343,33,57,51,43,252,48
2344,10,30,127,1,121,14
2345,23,47,64,81,210,84
2346,42,43,68,16,54,181
2347,10,30,106,61,6,165
2348,49,26,108,18,251,67
2349,28,23,118,40,75,173
2350,55,23,17,62,163,190
2351,52,17,71,16,104,250
2352,6,14,90,100,151,133
2353,55,10,69,9,185,74
2354,51,15,125,116,162,178
2355,29,12,48,118,1,123
2356,58,29,22,112,98,138
2357,15,1,17,22,30,156
2358,45,31,57,98,200,37
2359,15,1,47,62,68,23
2360,15,1,101,40,202,190
2361,2,36,33,2,19,141
2362,15,33,62,21,190,75
2363,47,27,109,109,232,111
2364,60,61,104,83,139,127
2365,55,10,89,91,154,0
2366,19,47,91,71,213,66
2367,48,55,0,116,50,192
2368,10,8,81,84,58,246
2369,7,7,20,9,224,66
2370,42,43,52,59,28,164
2371,23,22,42,64,92,19
2372,30,30,25,8,39,61
2373,49,26,75,94,169,86
2374,55,29,21,123,159,42
2375,9,23,67,115,241,187
2376,5,3,34,49,145,40
2377,12,45,111,3,101,203
2378,16,18,53,80,214,135
2379,23,22,87,64,209,243
2380,4,3,92,126,17,223
2381,28,23,86,19,248,119
2382,59,6,114,47,179,65
2383,4,18,42,13,121,142
2384,63,48,101,58,10,48
2385,57,4,58,74,6,211
2386,63,60,21,70,46,0
2387,63,60,64,109,226,233
2388,2,10,79,34,94,241
2389,41,56,95,66,108,189
2390,41,56,107,53,221,4
2391,48,20,9,80,117,107
2392,56,44,37,50,145,141
2393,17,0,61,113,157,49
2394,56,44,10,76,6,10
2395,38,59,23,86,27,113
2396,56,44,5,51,7,109
2397,59,6,36,87,175,4
2398,42,47,36,66,188,255
2399,58,29,52,83,112,49
2400,62,38,76,96,216,96
2401,35,31,54,32,3,33
2402,23,22,9,58,94,76
2403,59,35,115,118,61,103
2404,2,61,89,50,148,137
2405,16,18,122,112,51,30
2406,23,22,77,119,28,13
2407,5,3,126,37,134,126
2408,50,34,48,38,47,45
2409,5,5,122,61,66,242
2410,22,38,70,97,175,251
2411,49,26,80,98,133,92
2412,42,43,78,110,83,35
2413,6,59,48,69,0,9
2414,47,61,3,46,23,160
2415,46,49,22,51,57,41
2416,20,55,100,63,240,40
2417,53,23,117,48,23,49
2418,0,11,116,125,25,79
2419,23,22,105,15,202,77
2420,33,57,124,104,26,37
2421,23,22,78,110,93,109
2422,16,5,59,43,98,74
2423,62,43,75,59,68,177
2424,18,38,13,102,174,210
2425,40,6,83,50,33,82
2426,44,59,43,117,1,93
2427,12,45,5,81,131,160
2428,42,43,78,38,110,64
2429,55,10,29,38,83,1
2430,51,15,29,38,202,148
2431,60,56,7,36,4,37
2432,32,54,34,17,61,93
2433,48,50,33,106,43,220
2434,48,55,123,102,209,91
2435,10,8,47,67,222,200
2436,27,55,105,19,24,24
2437,62,38,31,62,191,202
2438,32,11,83,75,167,137
2439,44,16,26,96,126,86
2440,51,50,88,60,84,189
2441,23,22,32,17,195,197
2442,50,50,63,4,214,113
2443,0,3,100,12,123,188
2444,34,11,101,110,170,149
2445,50,34,60,93,104,164
2446,9,45,79,31,128,122
2447,49,26,98,32,86,106
2448,0,11,69,54,210,67
2449,31,1,69,79,60,53
2450,42,43,41,51,6,131
2451,16,47,8,121,188,97
2452,23,22,63,4,32,29
2453,42,21,12,101,8,104
2454,42,52,61,95,120,56
2455,9,37,62,101,28,152
2456,18,29,17,88,189,69
2457,63,60,73,107,134,165
2458,19,47,106,91,6,42
2459,0,26,10,47,170,109
2460,0,11,49,0,186,99
2461,62,38,85,4,230,230
2462,35,35,92,19,11,18
2463,27,31,73,43,182,96
2464,8,61,88,61,136,253
2465,16,18,70,80,161,173
2466,25,57,24,79,132,67
2467,47,27,0,69,69,15
2468,61,57,81,54,170,155
2469,52,17,100,122,22,82
2470,40,13,11,58,129,122
2471,59,13,79,58,73,53
2472,32,0,51,6,127,51
2473,31,10,85,34,178,45
2474,29,4,11,80,74,16
2475,3,12,80,94,238,160
2476,61,12,14,81,172,231
2477,57,58,74,3,228,6
2478,52,17,84,40,28,20
2479,41,34,65,26,131,107
2480,5,63,120,62,223,191
2481,34,5,110,9,13,216
2482,61,63,9,29,11,83
2483,5,63,120,10,17,153
2484,28,23,38,119,136,161
2485,5,28,23,74,65,106
2486,21,35,90,97,124,29
2487,44,6,39,78,221,128
2488,44,1,66,36,175,230
2489,21,14,86,119,204,117
2490,21,48,101,119,135,102
2491,4,3,51,107,222,46
2492,5,63,5,59,121,133
2493,21,34,1,119,172,163
2494,21,34,94,38,197,130
2495,45,57,11,16,136,166
2496,20,39,120,101,203,18
2497,29,35,28,13,184,46
2498,49,26,123,36,86,97
2499,10,8,57,106,208,23
2500,10,8,65,109,231,168
2501,49,30,112,121,74,135
2502,50,34,12,20,53,197
2503,34,5,60,85,34,178
2504,24,47,32,102,172,28
2505,0,11,84,125,17,226
2506,16,54,14,43,77,46
2507,16,18,13,84,6,218
2508,52,17,20,91,30,116
2509,33,2,122,23,105,190
2510,4,3,73,12,171,242
2511,53,39,64,81,175,57
2512,24,0,59,107,172,77
2513,10,0,107,0,148,0
2514,10,0,107,0,148,0
2515,2,34,122,126,86,207
2516,13,13,71,19,226,126
2517,44,16,24,13,106,9
2518,24,46,116,79,154,251
2519,32,54,68,26,240,135
2520,34,5,80,76,214,147
2521,51,50,48,74,46,148
2522,35,47,116,34,216,217
2523,9,37,17,11,14,243
2524,62,50,45,11,229,113
2525,42,43,33,101,46,40
2526,47,38,19,65,58,200
2527,7,7,109,109,229,34
2528,58,29,89,74,57,27
2529,12,45,41,51,28,230
2530,45,41,44,124,53,60
2531,29,12,122,115,233,67
2532,61,57,112,109,151,105
2533,0,5,42,57,153,230
2534,34,5,69,94,1,78
2535,9,37,27,87,61,69
2536,61,4,40,30,241,3
2537,58,29,22,88,74,159
2538,43,42,46,47,31,152
2539,23,54,0,114,228,45
2540,26,51,99,39,241,26
2541,23,52,85,93,101,13
2542,44,16,76,54,250,86
2543,43,42,46,55,124,81
2544,49,26,2,56,31,53
2545,41,38,18,85,68,166
2546,44,16,8,61,146,223
2547,42,43,76,21,0,15
2548,60,26,102,47,245,56
2549,14,46,46,111,152,165
2550,58,29,90,36,168,119
2551,33,2,100,102,106,164
2552,58,29,109,45,98,172
2553,1,32,27,88,94,252
2554,37,9,106,54,228,134
2555,59,6,8,112,197,210
2556,5,28,61,80,222,121
2557,16,18,76,123,43,249
2558,35,35,32,17,187,144
2559,37,9,46,110,120,127
2560,52,28,21,33,221,105
2561,13,13,111,3,224,146
2562,4,28,14,2,190,189
2563,37,9,5,84,158,197
2564,45,41,77,10,143,209
2565,53,39,70,115,254,25
2566,47,40,113,127,37,137
2567,24,49,65,89,236,242
2568,4,3,84,125,25,14
2569,13,13,16,55,118,116
2570,62,38,75,69,59,45
2571,14,46,11,113,60,95
2572,9,37,6,99,218,90
2573,31,15,33,64,159,49
2574,62,38,74,113,88,114
2575,62,38,123,116,73,254
2576,61,22,56,66,32,95
2577,37,11,77,73,3,85
2578,51,15,16,56,93,157
2579,13,13,29,40,107,50
2580,0,11,15,73,173,114
2581,38,12,118,75,160,111
2582,36,35,106,61,25,14
2583,38,11,10,87,192,214
2584,17,0,101,85,68,198
2585,3,48,44,70,161,120
2586,41,56,64,29,42,16
2587,18,25,85,74,63,2
2588,29,12,20,28,189,126
2589,3,52,52,81,88,242
2590,3,52,2,2,92,16
2591,14,46,52,126,246,73
2592,14,46,113,7,246,207
2593,14,19,83,42,165,189
2594,24,46,91,13,222,50
2595,23,22,53,77,12,63
2596,19,62,89,0,94,20
2597,14,19,83,74,201,81
2598,62,38,54,117,235,142
2599,15,1,74,50,113,78
2600,54,50,72,115,61,83
2601,56,1,76,47,197,218
2602,0,11,45,64,230,162
2603,52,7,70,119,106,182
2604,5,17,124,41,237,84
2605,5,28,59,46,228,128
2606,46,49,49,67,97,110
2607,24,16,15,6,63,238
2608,63,58,116,98,167,157
2609,9,37,22,67,4,133
2610,19,51,44,102,175,137
2611,60,23,7,48,61,7
2612,31,12,91,111,170,3
2613,40,55,100,94,115,177
2614,50,34,69,98,218,179
2615,18,25,9,113,195,87
2616,51,61,47,55,14,39
2617,19,47,18,76,55,108
2618,34,5,58,96,153,64
2619,52,17,101,93,104,25
2620,62,38,93,15,78,221
2621,52,17,86,40,178,132
2622,23,19,83,62,129,230
2623,25,61,77,50,108,244
2624,48,20,89,15,149,104
2625,60,55,100,63,31,24
2626,48,31,71,38,1,51
2627,49,26,23,89,89,186
2628,55,10,30,12,25,253
2629,52,17,4,8,177,160
2630,52,17,22,45,170,250
2631,35,35,115,108,67,193
2632,45,7,49,39,72,205
2633,44,13,79,35,12,187
2634,61,57,109,109,192,30
2635,14,19,95,80,110,190
2636,10,33,92,33,66,127
2637,45,41,83,124,65,105
2638,26,20,88,69,163,12
2639,26,30,62,110,54,173
2640,51,35,25,102,73,118
2641,4,3,73,78,241,38
2642,14,0,97,113,74,132
2643,16,18,39,104,201,45
2644,0,23,97,26,57,119
2645,0,23,42,100,59,234
2646,16,18,29,103,255,71
2647,16,18,59,89,200,135
2648,59,6,125,93,59,25
2649,9,37,64,13,106,25
2650,28,23,49,73,18,76
2651,34,32,60,27,120,178
2652,11,4,86,4,16,150
2653,19,47,122,34,53,22
2654,13,13,102,108,123,133
2655,31,5,77,19,202,248
2656,34,5,29,38,137,140
2657,13,13,69,125,211,154
2658,55,10,89,91,119,185
2659,55,10,119,43,180,87
2660,50,34,122,68,62,148
2661,56,44,5,125,13,90
2662,56,44,58,106,126,138
2663,56,44,2,96,199,178
2664,56,44,101,93,146,223
2665,56,44,102,6,242,194
2666,14,46,89,77,71,28
2667,46,49,1,121,178,15
2668,17,6,2,57,226,120
2669,59,17,7,57,45,157
2670,17,47,52,124,182,255
2671,4,3,45,30,62,138
2672,52,59,112,122,76,238
2673,0,48,12,109,59,105
2674,17,0,46,32,143,113
2675,5,5,22,30,56,214
2676,17,29,29,35,27,8
2677,17,0,5,59,129,106
2678,55,10,42,16,249,104
2679,61,53,104,69,200,130
2680,23,22,63,60,72,97
2681,24,49,122,125,25,14
2682,13,48,86,29,3,254
2683,58,29,90,109,134,229
2684,13,13,103,117,248,218
2685,45,50,107,32,223,251
2686,4,3,94,28,76,229
2687,14,46,96,42,79,63
2688,55,61,72,39,107,96
2689,20,51,44,20,163,203
2690,43,42,61,113,82,214
2691,55,61,33,7,173,77
2692,43,42,56,113,142,30
2693,43,42,61,113,152,149
2694,2,42,56,113,160,78
2695,46,49,24,29,254,229
2696,24,46,73,78,16,157
2697,30,40,91,103,199,230
2698,38,59,85,50,176,179
2699,46,49,94,18,185,140
2700,14,46,124,97,203,201
2701,14,46,15,65,28,250
2702,62,38,8,16,159,242
2703,23,22,98,124,235,181
2704,52,37,59,9,85,173
2705,61,57,25,84,30,241
2706,5,28,46,62,64,226
2707,47,42,31,62,115,125
2708,14,46,73,107,153,19
2709,11,42,116,4,58,128
2710,54,50,99,82,222,217
2711,52,42,47,6,91,255
2712,16,18,70,66,192,190
2713,24,46,57,125,36,87
2714,0,35,100,76,30,149
2715,16,18,92,115,126,129
2716,14,46,1,114,243,203
2717,43,42,7,105,60,61
2718,5,19,89,107,192,245
2719,43,42,105,76,224,40
2720,14,46,72,39,65,126
2721,46,49,121,112,203,119
2722,58,29,107,66,46,248
2723,61,3,102,16,34,245
2724,14,54,34,126,227,234
2725,60,61,36,120,160,156
2726,60,40,62,27,251,23
2727,60,61,70,22,55,87
2728,35,47,64,90,236,173
2729,60,61,63,60,159,65
2730,13,13,91,91,177,251
2731,58,29,15,65,65,1
2732,61,57,92,2,186,159
2733,54,25,113,121,158,64
2734,34,5,88,55,23,229
2735,13,13,4,10,146,60
2736,28,38,120,47,26,56
2737,23,51,98,50,236,250
2738,5,28,115,71,106,69
2739,13,13,48,113,116,181
2740,1,34,68,66,91,10
2741,63,58,3,71,236,237
2742,1,17,60,30,129,4
2743,46,34,54,126,220,134
2744,17,0,44,44,2,234
2745,1,0,38,111,23,66
2746,17,0,44,44,2,234
2747,46,5,13,30,244,131
2748,1,18,85,78,93,114
2749,25,6,82,115,146,75
2750,23,22,2,65,158,225
2751,5,16,126,75,125,19
2752,58,13,109,66,82,114
2753,9,37,37,6,173,34
2754,30,41,79,35,46,110
2755,30,35,34,56,211,65
2756,8,33,57,25,171,79
2757,8,32,73,0,208,111
2758,39,41,123,116,34,146
2759,37,48,80,54,241,244
2760,12,45,8,58,58,139
2761,62,38,80,99,197,230
2762,35,21,28,127,233,72
2763,22,21,11,22,9,152
2764,8,33,31,67,9,237
2765,54,50,30,94,51,78
2766,31,58,2,32,185,150
2767,31,58,62,118,2,16
2768,24,46,73,43,26,11
2769,10,58,50,43,56,17
2770,6,18,25,31,213,186
2771,2,36,10,32,3,133
2772,18,25,46,95,142,146
2773,5,28,60,32,133,234
2774,5,3,110,117,181,182
2775,37,35,115,61,61,115
2776,16,55,34,41,179,47
2777,35,25,0,67,57,88
2778,33,57,79,6,159,240
2779,19,42,92,96,4,30
2780,62,38,33,68,110,31
2781,0,11,27,48,248,85
2782,37,9,21,5,27,224
2783,47,42,69,24,1,180
2784,40,59,116,31,200,206
2785,4,3,41,64,40,14
2786,8,33,88,68,154,66
2787,12,62,111,37,89,112
2788,5,5,103,5,117,183
2789,58,29,90,17,236,181
2790,19,19,97,114,110,108
2791,23,3,120,37,73,180
2792,4,18,39,104,90,53
2793,34,5,46,111,116,216
2794,58,29,88,68,241,226
2795,44,16,119,61,59,144
2796,10,8,123,16,50,159
2797,2,36,75,25,16,10
2798,27,31,49,77,253,148
2799,30,15,88,88,92,32
2800,20,30,34,105,45,85
2801,52,17,51,52,200,251
2802,46,49,87,121,226,53
2803,61,57,23,120,163,60
2804,46,49,1,121,19,139
2805,31,58,42,23,107,143
2806,31,58,96,42,214,55
2807,32,58,37,106,114,208
2808,63,58,57,106,41,237
2809,54,50,40,20,175,27
2810,31,58,12,118,155,253
2811,31,58,67,0,59,192
2812,34,55,47,113,122,97
2813,47,40,107,27,109,13
2814,53,30,69,98,99,252
2815,39,30,53,36,200,220
2816,48,55,102,32,185,250
2817,18,25,23,41,7,89
2818,2,43,92,27,48,94
2819,62,38,56,57,235,131
2820,35,47,43,86,189,171
2821,57,63,120,74,70,19
2822,57,12,85,1,219,55
2823,3,52,68,42,57,46
2824,41,52,5,120,117,80
2825,0,48,38,53,191,92
2826,8,27,114,36,163,89
2827,33,2,66,127,115,45
2828,32,22,67,95,224,93
2829,0,48,63,65,1,133
2830,24,46,58,64,23,180
2831,16,18,21,87,202,98
2832,62,38,9,113,143,5
2833,4,3,31,55,187,202
2834,14,46,2,36,213,223
2835,19,47,81,67,28,155
2836,62,38,92,2,84,223
2837,42,43,73,57,130,89
2838,62,38,72,60,117,159
2839,62,38,0,65,242,29
2840,17,0,15,49,125,48
2841,62,38,76,65,170,70
2842,34,42,47,24,206,11
2843,16,42,12,110,188,127
2844,61,57,48,54,133,174
2845,23,22,30,113,201,164
2846,5,28,2,126,101,231
2847,4,18,5,87,87,95
2848,63,8,100,101,81,4
2849,31,40,67,0,108,211
2850,24,49,30,66,33,78
2851,13,13,113,61,96,23
2852,16,18,28,25,254,122
2853,14,46,122,126,0,25
2854,52,17,105,39,242,217
2855,5,63,121,106,166,228
2856,22,21,37,46,95,96
2857,28,23,103,117,151,13
2858,2,35,24,127,84,136
2859,19,47,100,17,185,189
2860,18,52,14,2,150,0
2861,9,37,91,7,246,165
2862,3,52,80,52,187,161
2863,14,46,116,44,199,15
2864,38,59,84,117,179,52
2865,49,26,26,38,240,124
2866,58,54,34,43,236,178
2867,57,60,53,0,211,28
2868,55,10,22,88,216,90
2869,49,26,63,60,1,44
2870,53,30,81,28,158,199
2871,29,12,42,11,189,38
2872,29,35,28,115,17,197
2873,29,12,124,5,162,136
2874,41,56,9,19,107,197
2875,41,56,52,97,222,96
2876,3,52,64,76,140,197
2877,57,52,121,100,191,183
2878,26,56,14,48,139,169
2879,29,12,68,80,24,50
2880,41,56,114,96,227,96
2881,3,52,0,65,64,189
2882,11,4,88,74,35,173
2883,62,38,33,110,133,31
2884,18,40,5,94,81,161
2885,53,39,98,32,88,148
2886,62,38,6,4,21,87
2887,1,59,123,71,50,45
2888,44,16,45,30,124,5
2889,13,5,45,107,21,40
2890,59,13,63,37,86,234
2891,49,15,45,122,139,242
2892,57,49,46,18,4,100
2893,9,37,56,53,120,91
2894,14,46,76,96,66,200
2895,38,42,33,24,221,49
2896,0,48,38,98,73,131
2897,14,46,77,11,111,42
2898,42,43,3,71,171,246
2899,50,34,12,68,43,225
2900,61,57,41,51,167,2
2901,24,46,70,34,117,174
2902,49,5,82,52,204,157
2903,21,5,100,125,121,116
2904,42,43,7,25,166,222
2905,60,19,19,58,73,166
