item_idx,l0_before_ref,l0_after,l1_before_ref,l1_after,l2_before_ref,l2_after
1924,61,10,36,77,30,109
1925,3,0,26,22,178,2
1926,63,63,58,107,188,206
1927,36,59,70,106,253,242
1928,11,63,116,68,156,39
1929,63,63,68,42,136,167
1930,36,63,117,39,46,127
1931,3,0,95,107,1,152
1932,50,59,124,70,141,88
1933,63,63,37,78,106,220
1934,3,0,92,124,188,15
1935,57,0,10,64,108,83
1936,58,0,90,14,232,168
1937,63,63,37,30,34,60
1938,12,0,17,70,69,104
1939,3,59,58,99,220,253
1940,50,34,103,109,96,92
1941,50,0,74,88,44,181
1942,63,63,4,111,133,214
1943,36,63,58,95,77,223
1944,50,12,74,99,35,7
1945,50,0,29,70,116,189
1946,50,60,74,53,64,234
1947,3,0,58,91,58,243
1948,36,32,75,95,65,37
1949,36,54,38,95,206,78
1950,57,63,107,111,144,106
1951,63,63,112,63,245,204
1952,63,63,29,118,153,57
1953,63,56,37,99,72,205
1954,36,35,50,39,184,127
1955,57,35,107,111,70,211
1956,24,22,43,23,204,186
1957,17,35,100,46,37,183
1958,51,32,101,108,189,223
1959,34,49,124,7,67,157
1960,5,24,6,98,89,60
1961,44,28,60,47,15,235
1962,31,60,122,39,41,197
1963,17,54,40,18,44,142
1964,21,63,104,85,100,36
1965,45,1,71,50,24,23
1966,32,32,60,114,70,44
1967,61,55,18,122,191,81
1968,0,46,56,43,143,238
1969,53,52,125,63,31,244
1970,1,1,40,50,32,250
1971,34,49,18,47,87,16
1972,5,16,81,18,204,248
1973,60,58,37,1,180,225
1974,43,9,20,35,150,56
1975,36,35,58,87,172,221
1976,17,54,29,108,68,247
1977,51,5,15,75,84,38
1978,3,15,100,8,125,78
1979,44,28,1,111,244,18
1980,6,44,48,46,157,180
1981,11,10,47,31,206,46
1982,38,6,58,107,197,61
1983,5,16,64,125,184,172
1984,61,18,40,9,88,49
1985,21,49,29,21,138,210
1986,51,0,23,50,160,154
1987,13,48,16,26,189,225
1988,57,56,113,127,61,216
1989,3,32,10,79,193,234
1990,41,56,43,90,26,238
1991,57,8,23,91,38,101
1992,5,45,101,118,3,195
1993,41,56,59,89,90,107
1994,29,12,48,79,92,170
1995,4,24,90,4,54,15
1996,4,36,39,37,53,125
1997,38,6,43,21,255,226
1998,50,35,65,70,48,236
1999,27,27,0,29,157,89
2000,20,19,70,56,11,55
2001,22,33,89,18,25,195
2002,22,19,37,80,98,199
2003,22,19,119,47,249,74
2004,54,40,1,55,3,246
2005,54,10,28,75,222,53
2006,5,16,13,80,78,187
2007,5,16,86,22,72,196
2008,37,55,66,41,225,243
2009,4,17,88,23,21,198
2010,59,59,95,45,57,189
2011,43,25,106,59,150,198
2012,44,28,76,107,190,252
2013,41,4,123,59,225,25
2014,26,42,112,34,232,239
2015,45,2,49,34,48,72
2016,62,62,127,120,225,165
2017,32,20,95,97,206,29
2018,19,33,9,106,221,77
2019,25,25,123,76,139,77
2020,30,5,90,109,75,159
2021,10,8,41,32,5,63
2022,49,15,111,30,25,41
2023,52,17,6,24,150,15
2024,0,46,15,91,127,255
2025,36,35,53,23,188,75
2026,16,48,44,103,162,113
2027,34,49,29,22,127,50
2028,35,23,114,73,38,65
2029,58,35,78,75,12,242
2030,0,32,60,58,249,234
2031,46,17,52,75,202,81
2032,11,31,51,14,8,43
2033,31,32,69,20,241,32
2034,27,8,70,101,240,178
2035,14,14,46,29,101,180
2036,21,45,71,98,172,184
2037,33,12,94,54,156,37
2038,46,17,110,16,83,162
2039,24,10,122,123,0,104
2040,44,28,77,44,174,159
2041,24,17,110,121,118,61
2042,32,24,37,16,80,161
2043,45,4,66,126,142,200
2044,11,31,58,2,249,170
2045,58,29,100,117,195,197
2046,9,18,71,80,183,150
2047,20,42,54,39,163,32
2048,12,37,96,26,156,27
2049,48,20,101,120,163,52
2050,57,45,46,123,74,6
2051,58,29,34,60,7,150
2052,56,29,77,0,104,46
2053,34,17,94,99,14,80
2054,13,22,102,74,126,14
2055,7,7,50,79,40,186
2056,58,29,29,15,147,236
2057,44,28,103,94,151,138
2058,61,59,87,106,46,150
2059,13,22,47,63,10,8
2060,13,22,71,16,133,222
2061,13,22,122,123,156,225
2062,59,59,90,109,228,156
2063,34,49,15,53,195,50
2064,34,49,117,126,111,180
2065,0,39,2,66,85,17
2066,0,46,64,24,34,210
2067,34,49,119,2,195,54
2068,0,46,33,91,178,160
2069,34,49,122,16,193,144
2070,24,14,78,16,41,142
2071,52,17,125,3,98,241
2072,24,14,89,86,59,107
2073,56,13,40,26,165,233
2074,5,16,18,76,86,252
2075,9,18,81,44,235,225
2076,14,14,38,29,120,27
2077,13,22,110,122,159,166
2078,13,22,124,113,118,92
2079,59,59,45,100,112,30
2080,38,6,16,89,167,216
2081,4,24,6,11,210,124
2082,0,32,60,6,23,74
2083,4,24,111,4,119,191
2084,4,24,20,81,134,244
2085,46,17,93,35,150,163
2086,12,16,83,63,69,134
2087,25,19,54,32,203,17
2088,44,28,18,109,81,200
2089,28,23,65,11,137,116
2090,50,1,93,45,194,89
2091,7,7,108,88,230,11
2092,14,46,105,75,241,228
2093,24,14,3,0,200,109
2094,21,63,24,90,160,104
2095,28,25,96,81,119,39
2096,0,46,116,3,115,238
2097,50,34,18,109,40,238
2098,38,6,6,100,68,189
2099,33,2,20,127,187,185
2100,38,6,17,3,97,99
2101,25,19,23,85,90,1
2102,38,6,16,55,97,137
2103,59,59,126,104,119,101
2104,10,8,64,52,125,15
2105,43,62,21,21,175,216
2106,59,59,111,10,167,191
2107,59,59,85,67,188,116
2108,59,59,84,17,232,247
2109,37,21,104,85,192,113
2110,37,21,104,85,183,201
2111,62,38,64,58,176,23
2112,10,20,48,117,9,180
2113,43,9,61,38,86,107
2114,37,21,110,126,19,100
2115,0,24,64,73,151,189
2116,38,6,27,68,228,62
2117,14,24,18,13,54,146
2118,13,22,16,89,167,55
2119,13,22,16,89,224,39
2120,63,63,7,103,243,85
2121,63,60,120,47,81,207
2122,5,51,112,47,193,63
2123,14,14,102,84,83,120
2124,59,59,31,33,26,100
2125,43,11,116,3,97,36
2126,36,16,123,45,23,233
2127,59,59,18,91,238,41
2128,63,35,7,17,123,76
2129,24,46,58,20,207,76
2130,14,14,89,82,90,232
2131,28,23,10,6,125,21
2132,14,39,28,47,190,155
2133,42,43,44,109,133,100
2134,42,43,22,117,133,136
2135,62,62,31,44,102,211
2136,14,11,85,39,201,175
2137,43,11,39,87,165,6
2138,62,62,47,3,92,223
2139,63,63,93,21,245,209
2140,30,5,2,19,62,16
2141,44,28,72,52,112,180
2142,44,28,94,17,175,202
2143,13,22,44,103,195,50
2144,23,0,18,58,253,246
2145,42,43,68,35,73,239
2146,62,62,27,35,184,69
2147,62,62,77,53,158,209
2148,43,11,75,17,165,113
2149,8,33,85,25,80,144
2150,9,23,53,56,219,15
2151,62,62,6,99,135,27
2152,28,62,51,93,79,96
2153,43,11,111,124,183,6
2154,42,43,66,16,13,77
2155,62,38,87,75,94,59
2156,36,35,125,22,91,23
2157,42,43,117,53,70,96
2158,52,17,125,123,155,43
2159,38,6,32,58,88,157
2160,17,44,69,44,54,204
2161,0,46,49,36,134,105
2162,0,46,10,36,251,21
2163,26,46,103,24,99,175
2164,4,46,44,103,241,152
2165,5,14,123,65,126,115
2166,44,46,100,24,68,41
2167,0,46,76,94,175,10
2168,4,53,100,0,171,189
2169,9,18,77,7,205,230
2170,0,46,118,24,133,12
2171,49,52,45,117,171,180
2172,42,43,25,99,14,89
2173,62,62,87,101,201,82
2174,23,50,122,89,127,178
2175,46,34,100,71,42,153
2176,62,62,77,114,219,90
2177,23,50,119,120,218,85
2178,22,19,34,105,51,122
2179,61,55,64,80,166,76
2180,26,32,82,101,21,245
2181,55,61,115,75,9,103
2182,12,53,12,28,69,183
2183,52,17,53,29,213,32
2184,5,45,76,109,208,19
2185,42,62,15,45,73,36
2186,24,14,62,108,181,243
2187,28,23,109,29,4,128
2188,52,17,123,122,118,49
2189,34,49,69,118,8,173
2190,35,9,93,45,239,229
2191,16,17,3,40,31,31
2192,34,49,125,62,194,74
2193,3,0,2,45,214,82
2194,36,32,75,45,219,63
2195,5,49,58,19,47,240
2196,43,6,34,117,63,156
2197,25,25,116,78,120,116
2198,24,14,50,43,71,79
2199,24,63,82,57,119,72
2200,42,38,20,104,59,123
2201,19,33,26,38,76,44
2202,63,3,102,77,213,23
2203,55,41,118,4,81,43
2204,40,23,33,108,159,67
2205,30,5,63,69,204,198
2206,39,4,77,22,188,176
2207,45,47,115,19,242,1
2208,39,4,71,1,29,159
2209,50,34,84,121,13,208
2210,50,36,119,38,130,17
2211,30,47,37,70,21,74
2212,50,59,84,77,139,242
2213,60,58,21,14,254,133
2214,21,41,22,53,80,126
2215,55,21,76,57,234,29
2216,2,36,58,125,230,249
2217,46,41,47,22,15,99
2218,33,2,94,124,17,113
2219,55,41,35,108,157,200
2220,2,53,5,9,243,231
2221,33,2,72,96,32,93
2222,8,26,87,104,195,217
2223,10,8,29,24,174,130
2224,55,37,9,37,78,248
2225,10,8,84,10,219,145
2226,38,6,23,95,15,15
2227,5,45,120,31,180,229
2228,1,14,13,2,128,74
2229,13,22,5,100,234,84
2230,46,34,30,22,116,245
2231,51,52,27,126,220,160
2232,43,11,123,127,138,30
2233,58,55,78,88,128,76
2234,16,48,61,30,201,221
2235,11,44,64,70,35,141
2236,11,29,64,100,178,116
2237,9,0,35,13,138,242
2238,5,16,83,12,144,125
2239,61,7,112,66,114,34
2240,14,14,46,120,146,192
2241,24,46,98,43,218,95
2242,48,10,45,80,106,229
2243,22,19,22,93,31,95
2244,29,12,61,22,188,50
2245,36,35,66,78,235,225
2246,41,56,66,106,116,253
2247,41,56,66,106,156,225
2248,34,2,43,3,176,87
2249,41,56,46,44,62,49
2250,20,42,68,46,116,45
2251,56,32,101,2,177,246
2252,9,18,26,116,234,196
2253,11,31,116,33,138,81
2254,45,45,70,9,43,193
2255,56,13,63,60,182,213
2256,56,13,80,121,206,150
2257,31,32,69,125,134,64
2258,4,24,88,18,66,101
2259,13,29,127,63,102,162
2260,5,16,9,35,167,49
2261,32,20,126,122,177,55
2262,12,55,107,55,121,128
2263,18,43,87,26,115,14
2264,18,38,73,57,47,255
2265,35,35,5,56,63,227
2266,35,30,54,21,22,129
2267,0,46,105,0,212,66
2268,28,23,118,50,57,177
2269,4,24,99,80,100,190
2270,0,46,32,61,27,150
2271,50,40,13,70,142,242
2272,44,28,53,116,246,197
2273,38,6,88,3,41,157
2274,13,22,68,54,135,29
2275,47,39,5,76,148,124
2276,40,51,33,47,166,27
2277,62,7,54,127,129,0
2278,51,40,64,73,62,192
2279,30,5,113,112,130,182
2280,7,7,83,37,210,62
2281,7,39,98,87,104,218
2282,27,27,117,28,138,66
2283,30,5,19,14,237,45
2284,54,40,34,13,204,89
2285,15,60,103,60,141,227
2286,1,54,125,97,150,208
2287,1,1,71,38,117,94
2288,1,54,108,55,92,8
2289,38,1,16,37,244,71
2290,55,61,73,95,51,184
2291,55,61,28,40,248,152
2292,55,61,47,126,37,250
2293,19,33,115,21,185,23
2294,19,33,78,116,114,163
2295,39,4,14,66,48,50
2296,35,33,43,23,196,234
2297,60,58,112,27,47,240
2298,16,48,82,100,208,21
2299,49,15,18,115,9,98
2300,39,4,9,21,200,180
2301,3,19,104,38,112,233
2302,3,0,27,58,128,242
2303,51,5,23,101,144,198
2304,32,20,100,69,143,115
2305,8,6,50,105,90,8
2306,29,12,60,15,42,230
2307,30,12,127,117,209,46
2308,48,26,84,60,42,126
2309,41,31,114,78,234,166
2310,29,12,4,122,130,70
2311,29,12,67,52,109,97
2312,50,31,98,70,120,116
2313,58,31,59,38,51,231
2314,33,31,94,2,117,140
2315,57,40,20,31,165,68
2316,57,55,20,79,226,225
2317,3,0,48,79,90,144
2318,41,34,114,87,230,235
2319,3,12,10,16,144,162
2320,41,56,15,49,1,60
2321,29,61,38,87,9,163
2322,11,31,126,72,51,93
2323,11,31,31,72,145,196
2324,57,56,50,114,51,122
2325,26,61,78,15,1,24
2326,55,33,9,80,173,37
2327,18,37,14,101,145,134
2328,62,62,87,99,30,117
2329,41,36,59,8,175,217
2330,30,5,62,87,63,66
2331,26,42,92,14,128,193
2332,29,5,39,94,245,165
2333,54,40,33,91,149,155
2334,33,33,31,20,98,95
2335,51,32,61,52,140,162
2336,22,19,88,79,136,68
2337,49,15,63,108,118,19
2338,55,61,42,49,57,162
2339,0,46,125,80,151,176
2340,62,62,107,59,154,128
2341,55,61,101,79,22,248
2342,58,61,67,90,29,252
2343,33,2,51,27,252,204
2344,10,8,127,126,121,167
2345,23,23,64,121,210,18
2346,42,43,68,58,54,94
2347,10,30,106,0,6,3
2348,49,15,108,88,251,152
2349,28,23,118,121,75,85
2350,55,23,17,54,163,73
2351,52,17,71,58,104,24
2352,6,44,90,6,151,201
2353,55,61,69,6,185,191
2354,51,5,125,107,162,58
2355,29,12,48,79,1,243
2356,58,12,22,1,98,189
2357,15,36,17,94,30,71
2358,45,30,57,73,200,213
2359,15,60,47,54,68,142
2360,15,60,101,22,202,195
2361,2,36,33,61,19,41
2362,15,60,62,45,190,230
2363,47,53,109,40,232,183
2364,60,58,104,43,139,153
2365,55,61,89,13,154,36
2366,19,33,91,104,213,28
2367,48,57,0,32,50,220
2368,10,8,81,114,58,225
2369,7,56,20,117,224,2
2370,42,43,52,82,28,191
2371,23,50,42,86,92,140
2372,30,51,25,53,39,137
2373,49,15,75,15,169,243
2374,55,36,21,56,159,128
2375,9,23,67,103,241,53
2376,5,48,34,60,145,21
2377,12,53,111,53,101,174
2378,16,48,53,25,214,217
2379,23,50,87,32,209,73
2380,4,24,92,105,17,114
2381,28,23,86,67,248,177
2382,59,59,114,54,179,166
2383,4,24,42,74,121,99
2384,63,32,101,97,10,4
2385,57,56,58,102,6,61
2386,63,63,21,21,46,87
2387,63,63,64,7,226,245
2388,2,8,79,35,94,163
2389,41,56,95,49,108,230
2390,41,31,107,106,221,103
2391,48,57,9,39,117,31
2392,56,13,37,27,145,69
2393,17,54,61,89,157,102
2394,56,1,10,127,6,247
2395,38,6,23,23,27,242
2396,56,13,5,84,7,184
2397,59,59,36,35,175,79
2398,42,43,36,5,188,45
2399,58,29,52,122,112,131
2400,62,62,76,102,216,65
2401,35,35,54,21,3,202
2402,23,43,9,118,94,124
2403,59,35,115,12,61,103
2404,2,22,89,28,148,154
2405,16,48,122,107,51,51
2406,23,50,77,62,28,209
2407,5,24,126,60,134,86
2408,50,0,48,70,47,144
2409,5,49,122,59,66,191
2410,22,25,70,39,175,100
2411,49,15,80,90,133,38
2412,42,43,78,116,83,27
2413,6,60,48,0,0,112
2414,47,30,3,33,23,253
2415,46,34,22,84,57,129
2416,20,57,100,115,240,117
2417,53,51,117,113,23,230
2418,0,46,116,11,25,101
2419,23,50,105,112,202,164
2420,33,2,124,20,26,94
2421,23,50,78,116,93,217
2422,16,48,59,78,98,134
2423,62,43,75,25,68,144
2424,18,38,13,89,174,131
2425,40,59,83,98,33,127
2426,44,6,43,9,1,70
2427,12,55,5,109,131,137
2428,42,43,78,121,110,65
2429,55,61,29,15,83,255
2430,51,52,29,22,202,31
2431,60,41,7,126,4,244
2432,32,20,34,1,61,244
2433,48,57,33,75,43,118
2434,48,57,123,112,209,163
2435,10,8,47,75,222,154
2436,27,57,105,5,24,131
2437,62,62,31,108,191,142
2438,32,6,83,109,167,57
2439,44,28,26,22,126,19
2440,51,40,88,93,84,99
2441,23,50,32,56,195,36
2442,50,40,63,70,214,8
2443,0,24,100,112,123,148
2444,34,46,101,7,170,145
2445,50,34,60,24,104,160
2446,9,39,79,48,128,224
2447,49,15,98,65,86,31
2448,0,46,69,6,210,60
2449,31,52,69,83,60,52
2450,42,62,41,84,6,26
2451,16,35,8,29,188,164
2452,23,50,63,96,32,86
2453,42,57,12,32,8,197
2454,42,43,61,61,120,82
2455,9,18,62,53,28,170
2456,18,9,17,66,189,134
2457,63,29,73,86,134,17
2458,19,37,106,12,6,89
2459,0,46,10,6,170,255
2460,0,46,49,36,186,91
2461,62,62,85,92,230,209
2462,35,30,92,91,11,136
2463,27,27,73,85,182,22
2464,8,43,88,16,136,19
2465,16,48,70,25,161,128
2466,25,25,24,13,132,237
2467,47,39,0,112,69,32
2468,61,55,81,55,170,240
2469,52,15,100,6,22,120
2470,40,51,11,82,129,234
2471,59,34,79,99,73,248
2472,32,45,51,110,127,133
2473,31,56,85,9,178,126
2474,29,18,11,55,74,18
2475,3,12,80,118,238,107
2476,61,6,14,79,172,244
2477,57,56,74,15,228,201
2478,52,17,84,121,28,238
2479,41,56,65,46,131,223
2480,5,45,120,87,223,85
2481,34,49,110,22,13,41
2482,61,55,9,98,11,80
2483,5,45,120,10,17,35
2484,28,23,38,35,136,195
2485,5,16,23,115,65,118
2486,21,63,90,37,124,54
2487,44,59,39,77,221,250
2488,44,28,66,66,175,234
2489,21,10,86,123,204,237
2490,21,32,101,102,135,159
2491,4,24,51,17,222,219
2492,5,45,5,84,121,203
2493,21,29,1,117,172,125
2494,21,34,94,102,197,18
2495,45,7,11,81,136,126
2496,20,28,120,105,203,127
2497,29,35,28,127,184,73
2498,49,15,123,76,86,228
2499,10,8,57,101,208,26
2500,10,8,65,40,231,34
2501,49,15,112,55,74,239
2502,50,34,12,43,53,66
2503,34,49,60,22,34,161
2504,24,52,32,67,172,89
2505,0,11,84,85,17,92
2506,16,63,14,32,77,54
2507,16,48,13,66,6,251
2508,52,17,20,18,30,234
2509,33,2,122,53,105,29
2510,4,24,73,64,171,153
2511,53,51,64,51,175,191
2512,24,14,59,13,172,195
2513,10,8,107,87,148,195
2514,10,8,107,87,148,195
2515,2,36,122,62,86,165
2516,13,22,71,63,226,180
2517,44,28,24,42,106,81
2518,24,17,116,2,154,240
2519,32,20,68,26,240,58
2520,34,49,80,109,214,227
2521,51,40,48,53,46,206
2522,35,35,116,103,216,112
2523,9,18,17,66,14,1
2524,62,40,45,98,229,243
2525,42,43,33,93,46,40
2526,47,39,19,66,58,229
2527,7,2,109,44,229,34
2528,58,29,89,18,57,34
2529,12,53,41,72,28,104
2530,45,47,44,100,53,238
2531,29,40,122,98,233,5
2532,61,55,112,40,151,84
2533,0,49,42,59,153,225
2534,34,49,69,90,1,192
2535,9,18,27,98,61,90
2536,61,49,40,70,241,188
2537,58,29,22,117,74,68
2538,43,11,46,82,31,185
2539,23,50,0,7,228,85
2540,26,42,99,80,241,12
2541,23,50,85,53,101,238
2542,44,28,76,107,250,36
2543,43,11,46,12,124,57
2544,49,15,2,93,31,56
2545,41,46,18,52,68,223
2546,44,28,8,89,146,74
2547,42,43,76,68,0,89
2548,60,58,102,75,245,129
2549,14,14,46,29,152,83
2550,58,29,90,4,168,214
2551,33,2,100,36,106,128
2552,58,29,109,97,98,45
2553,1,1,27,47,94,49
2554,37,21,106,94,228,90
2555,59,59,8,43,197,172
2556,5,16,61,121,222,113
2557,16,48,76,107,43,213
2558,35,35,32,34,187,96
2559,37,21,46,40,120,167
2560,52,6,21,79,221,62
2561,13,22,111,119,224,118
2562,4,24,14,10,190,67
2563,37,21,5,41,158,70
2564,45,47,77,78,143,144
2565,53,51,70,32,254,94
2566,47,30,113,5,37,24
2567,24,14,65,63,236,246
2568,4,57,84,107,25,215
2569,13,22,16,122,118,53
2570,62,62,75,113,59,160
2571,14,46,11,2,60,24
2572,9,32,6,28,218,68
2573,31,52,33,65,159,249
2574,62,62,74,61,88,208
2575,62,62,123,58,73,36
2576,61,50,56,92,32,22
2577,37,46,77,28,3,50
2578,51,52,16,115,93,98
2579,13,22,29,24,107,179
2580,0,46,15,91,173,66
2581,38,6,118,121,160,193
2582,36,35,106,127,25,161
2583,38,6,10,121,192,171
2584,17,54,101,15,68,111
2585,3,32,44,48,161,8
2586,41,56,64,90,42,255
2587,18,37,85,39,63,159
2588,29,12,20,36,189,223
2589,3,0,52,36,88,192
2590,3,0,2,108,92,38
2591,14,14,52,113,246,243
2592,14,14,113,110,246,94
2593,14,14,83,120,165,151
2594,24,6,91,79,222,220
2595,23,50,53,25,12,131
2596,19,9,89,21,94,13
2597,14,63,83,81,201,182
2598,62,25,54,27,235,73
2599,15,60,74,96,113,32
2600,54,40,72,91,61,178
2601,56,60,76,39,197,34
2602,0,46,45,100,230,80
2603,52,25,70,39,106,220
2604,5,17,124,125,237,163
2605,5,16,59,39,228,156
2606,46,17,49,68,97,72
2607,24,28,15,75,63,252
2608,63,54,116,19,167,176
2609,9,18,22,4,4,91
2610,19,15,44,114,175,63
2611,60,24,7,43,61,247
2612,31,59,91,98,170,85
2613,40,57,100,101,115,228
2614,50,34,69,24,218,140
2615,18,37,9,2,195,51
2616,51,5,47,72,14,93
2617,19,37,18,112,55,240
2618,34,31,58,6,153,190
2619,52,17,101,24,104,113
2620,62,38,93,6,78,193
2621,52,17,86,73,178,142
2622,23,62,83,120,129,137
2623,25,26,77,55,108,41
2624,48,57,89,47,149,112
2625,60,58,100,122,31,212
2626,48,27,71,15,1,70
2627,49,15,23,79,89,122
2628,55,61,30,30,25,165
2629,52,17,4,10,177,173
2630,52,17,22,117,170,23
2631,35,30,115,59,67,144
2632,45,7,49,95,72,159
2633,44,36,79,41,12,49
2634,61,55,109,40,192,99
2635,14,14,95,2,110,128
2636,10,8,92,90,66,93
2637,45,47,83,93,65,141
2638,26,32,88,115,163,210
2639,26,35,62,97,54,238
2640,51,29,25,117,73,185
2641,4,61,73,46,241,108
2642,14,14,97,123,74,209
2643,16,48,39,120,201,76
2644,0,29,97,22,57,50
2645,0,23,42,22,59,128
2646,16,48,29,118,255,193
2647,16,48,59,71,200,114
2648,59,59,125,96,59,232
2649,9,18,64,73,106,102
2650,28,23,49,101,18,197
2651,34,49,60,97,120,116
2652,11,52,86,51,16,175
2653,19,33,122,46,53,67
2654,13,22,102,74,123,40
2655,31,26,77,39,202,236
2656,34,49,29,22,137,223
2657,13,22,69,66,211,163
2658,55,61,89,18,119,36
2659,55,61,119,18,180,22
2660,50,40,122,70,62,49
2661,56,13,5,37,13,208
2662,56,13,58,80,126,31
2663,56,13,2,123,199,129
2664,56,32,101,2,146,92
2665,56,13,102,125,242,153
2666,14,14,89,85,71,148
2667,46,54,1,104,178,164
2668,17,59,2,77,226,120
2669,59,52,7,85,45,39
2670,17,61,52,70,182,26
2671,4,24,45,47,62,119
2672,52,17,112,112,76,219
2673,0,32,12,106,59,90
2674,17,54,46,29,143,15
2675,5,46,22,31,56,191
2676,17,54,29,60,27,200
2677,17,49,5,115,129,112
2678,55,61,42,42,249,133
2679,61,57,104,31,200,120
2680,23,50,63,40,72,210
2681,24,14,122,30,25,161
2682,13,6,86,65,3,78
2683,58,29,90,46,134,139
2684,13,16,103,40,248,37
2685,45,40,107,46,223,17
2686,4,48,94,78,76,157
2687,14,14,96,26,79,62
2688,55,58,72,80,107,237
2689,20,42,44,48,163,98
2690,43,11,61,56,82,45
2691,55,58,33,34,173,180
2692,43,11,56,42,142,172
2693,43,11,61,58,152,118
2694,2,11,56,67,160,51
2695,46,46,24,86,254,51
2696,24,14,73,86,16,106
2697,30,5,91,1,199,137
2698,38,6,85,30,176,41
2699,46,34,94,92,185,169
2700,14,14,124,82,203,162
2701,14,14,15,53,28,190
2702,62,62,8,57,159,249
2703,23,32,98,1,235,209
2704,52,18,59,17,85,90
2705,61,34,25,37,30,84
2706,5,16,46,96,64,233
2707,47,11,31,120,115,137
2708,14,14,73,1,153,20
2709,11,47,116,101,58,67
2710,54,10,99,16,222,169
2711,52,11,47,124,91,104
2712,16,48,70,114,192,136
2713,24,14,57,35,36,49
2714,0,35,100,34,30,50
2715,16,48,92,32,126,190
2716,14,14,1,74,243,213
2717,43,11,7,109,60,169
2718,5,14,89,127,192,125
2719,43,11,105,72,224,191
2720,14,46,72,54,65,237
2721,46,34,121,109,203,69
2722,58,12,107,32,46,24
2723,61,55,102,57,34,159
2724,14,6,34,113,227,208
2725,60,58,36,14,160,178
2726,60,58,62,107,251,197
2727,60,58,70,20,55,225
2728,35,30,64,21,236,111
2729,60,5,63,104,159,58
2730,13,22,91,127,177,53
2731,58,29,15,49,65,214
2732,61,13,92,73,186,16
2733,54,10,113,66,158,197
2734,34,49,88,115,23,190
2735,13,22,4,39,146,15
2736,28,16,120,59,26,5
2737,23,50,98,65,236,22
2738,5,30,115,127,106,234
2739,13,53,48,97,116,126
2740,1,34,68,45,91,206
2741,63,3,3,18,236,6
2742,1,52,60,85,129,143
2743,46,1,54,96,220,1
2744,17,0,44,0,2,0
2745,1,54,38,86,23,115
2746,17,0,44,0,2,0
2747,46,49,13,94,244,62
2748,1,13,85,53,93,104
2749,25,7,82,39,146,120
2750,23,50,2,7,158,182
2751,5,16,126,60,125,234
2752,58,22,109,97,82,13
2753,9,18,37,45,173,94
2754,30,5,79,14,46,4
2755,30,5,34,10,211,64
2756,8,26,57,35,171,60
2757,8,59,73,99,208,42
2758,39,61,123,60,34,147
2759,37,21,80,14,241,156
2760,12,53,8,59,58,201
2761,62,62,80,110,197,31
2762,35,30,28,72,233,59
2763,22,15,11,114,9,120
2764,8,26,31,74,9,53
2765,54,10,30,30,51,122
2766,31,63,2,7,185,251
2767,31,3,62,7,2,169
2768,24,14,73,86,26,154
2769,10,3,50,8,56,145
2770,6,60,25,6,213,175
2771,2,15,10,102,3,114
2772,18,37,46,111,142,110
2773,5,16,60,10,133,64
2774,5,24,110,69,181,85
2775,37,21,115,127,61,180
2776,16,48,34,127,179,115
2777,35,19,0,12,57,148
2778,33,2,79,88,159,197
2779,19,11,92,99,4,187
2780,62,62,33,89,110,208
2781,0,46,27,15,248,135
2782,37,21,21,76,27,13
2783,47,58,69,106,1,198
2784,40,6,116,9,200,190
2785,4,24,41,100,40,23
2786,8,26,88,115,154,173
2787,12,57,111,57,89,120
2788,5,49,103,0,117,197
2789,58,29,90,46,236,54
2790,19,30,97,120,110,135
2791,23,12,120,117,73,52
2792,4,24,39,123,90,21
2793,34,49,46,22,116,102
2794,58,29,88,108,241,209
2795,44,28,119,95,59,3
2796,10,8,123,58,50,140
2797,2,36,75,17,16,140
2798,27,27,49,22,253,99
2799,30,5,88,45,92,210
2800,20,19,34,46,45,36
2801,52,17,51,17,200,226
2802,46,17,87,70,226,175
2803,61,55,23,113,163,35
2804,46,17,1,64,19,174
2805,31,3,42,5,107,236
2806,31,3,96,40,214,56
2807,32,10,37,123,114,15
2808,63,3,57,54,41,52
2809,54,10,40,86,175,170
2810,31,3,12,97,155,251
2811,31,3,67,5,59,255
2812,34,57,47,58,122,34
2813,47,51,107,82,109,190
2814,53,30,69,46,99,28
2815,39,53,53,117,200,89
2816,48,57,102,46,185,166
2817,18,37,23,113,7,211
2818,2,43,92,43,48,230
2819,62,38,56,48,235,82
2820,35,50,43,23,189,161
2821,57,56,120,113,70,93
2822,57,56,85,71,219,27
2823,3,0,68,96,57,60
2824,41,56,5,111,117,202
2825,0,32,38,44,191,200
2826,8,39,114,34,163,148
2827,33,2,66,106,115,204
2828,32,61,67,46,224,197
2829,0,32,63,96,1,58
2830,24,14,58,52,23,32
2831,16,48,21,102,202,90
2832,62,62,9,83,143,218
2833,4,24,31,108,187,57
2834,14,14,2,7,213,254
2835,19,33,81,99,28,213
2836,62,14,92,127,84,150
2837,42,38,73,89,130,199
2838,62,62,72,33,117,213
2839,62,62,0,12,242,12
2840,17,18,15,55,125,237
2841,62,62,76,25,170,86
2842,34,11,47,57,206,228
2843,16,48,12,5,188,136
2844,61,55,48,24,133,187
2845,23,53,30,3,201,235
2846,5,16,2,7,101,32
2847,4,24,5,105,87,238
2848,63,8,100,61,81,236
2849,31,39,67,57,108,32
2850,24,8,30,66,33,14
2851,13,22,113,127,96,197
2852,16,48,28,68,254,225
2853,14,14,122,32,0,212
